Unnamed: 0,fileName,type,ns_road,proj_num,sheet_num,intersection,ew_road,crnr_pstn,ramp_position,comments,inspector_sig,print_name,agency,nspctn_dt,certification,blank,runslope_1,runslope_1_pf,cross_slope1,crss_slp1_pf,dtctbl_wrnng,lip_height,lip_height_pf,gutter_flow,gttr_flw_pf,curb_slope,curb_slope_pf,counter_slope,cntr_slp_pf,dpt_wrnng_wdth,runslope_2,runslope_2_pf,Length2,cross_slope2,crss_slp2_pf,runslope_3,runslope_3_pf,Length3,cross_slope3,crss_slp3_pf,widthx,widthx_pf,lengthy,lengthy_pf,obstruction,bstrctn_pf,slopex,slopex_pf,slopey,slopey_pf,clear_width,clearwidth_pf,ntrsctn_cntrl,road_slope,hrzntl_gps,hrzntl_gps_pf,Object ID,warning2curb,wrnng_fllwdth,Length1,flare_slope1,flr_slp1_pf,flr_slp1_trv,flare_slope2,flr_slp2_pf,flr_slp2_trv,long_dist,long_dist_pf,dtctbl_wrnng2,turn_landing,cal_date,globalid,image1,image2,image3,Photo 1,Photo 2,Photo 3,Length Y,ramp_landing,trnstn_typ,chng_drctn,end_barricade,height,width,depth,parkinglot,tablenum1,tablenum2,tablenum3,tablenum4,tablenum5,tablenum6,tablenum7,tablenum8,tablenum9,tablenum10
48.0,60,perpendicular,Nw King,23885.56,,,Nw 292nd,3,1.0, ,,Darrell Wyant,3J Consulting,7/19/2024,52638,,7.1,pass,1.1,pass,Y,0,pass,0.6,pass,1.2,pass,3.7,pass,,,,,,,,,,,,7.95,pass,9.75,pass,N,pass,3.3,fail,,pass,7.95,pass,SY,0.7,0,pass,60,,,8.0,,pass,Y,,pass,Y,1.8,pass,Y,turn-space,,{C21785A2-DB91-4E5E-8930-B920F7ACA652},,,,,,,,,,,,,,,,,,,,,,,,,
49.0,61,perpendicular,Nw King,23885.56,,,Nw 292nd,3,2.0,Tool joins in TS,,Darrell Wyant,3J Consulting,7/19/2024,52638,,5.1,pass,1.5,pass,Y,0,pass,1.2,pass,0.8,pass,4.5,pass,,,,,,,,,,,,5.45,pass,10.55,pass,N,pass,2.4,fail,1.9,pass,,pass,SY,0.9,0,pass,61,,,7.0,,pass,Y,,pass,Y,0.55,pass,Y,turn-space,,{2416CA09-D58D-451D-8E60-F3B049038B0C},,,,,,,,,,,,,,,,,,,,,,,,,
50.0,62,perpendicular,Nw King,23885.56,,,Nw 192nd,4,2.0, ,,Darrell Wyant,3J Consulting,7/19/2024,52638,,5.6,pass,1.9,pass,Y,0,pass,0.5,pass,0.84,pass,3.4,pass,,,,,,,,,,,,3.7,pass,5.15,pass,N,pass,0.4,pass,1.2,pass,3.7,fail,SY,0.6,0,pass,62,,,9.5,,pass,Y,,pass,Y,0.45,pass,Y,none,,{BA3E200F-4417-4357-8402-5D310C4D7E3A},,,,,,,,,,,,,,,,,,,,,,,,,
51.0,63,perpendicular,Nw King,23885.56,,,Nw 192nd,4,1.0,Toll joint in TS,,Darrell Wyant,3J Consulting,7/19/2024,52638,,5.5,pass,1.6,pass,Y,0,pass,1.6,pass,0.92,pass,1.4,pass,,,,,,,,,,,,6.5,pass,5.65,pass,N,pass,2.3,fail,2.0,pass,5.65,pass,SY,1.6,0,pass,63,,,10.9,,pass,Y,,pass,Y,1.15,pass,Y,turn-space,,{3FE09C96-16F7-42DE-8B53-32AC8FE937E5},,,,,,,,,,,,,,,,,,,,,,,,,
52.0,64,perpendicular,Nw 292nd,23885.56,,,Nw fair,1,2.0,Tool joints in TS,,Darrell Wyant,3J Consulting,7/19/2024,52638,,6.3,pass,1.7,pass,Y,0,pass,1.5,pass,2.2,pass,4.2,pass,,,,,,,,,,,,7.0,pass,4.8,pass,N,pass,2.7,fail,1.9,pass,4.8,pass,SY,0.7,0,pass,64,,,7.0,,pass,Y,,pass,Y,1.15,pass,Y,turn-space,,{C9064AAD-10AF-4E79-81DB-365EE43801EE},,,,,,,,,,,,,,,,,,,,,,,,,
53.0,65,perpendicular,Nw 292nd,23885.56,,,Nw Fair,2,2.0, ,,Darrell Wyant,3J Consulting,7/19/2024,52638,,7.5,pass,1.4,pass,Y,0,pass,1,pass,2.86,pass,2.9,pass,,,,,,,,,,,,8.0,pass,5.8,pass,N,pass,,pass,3.1,fail,,pass,SY,1.6,,pass,65,,,7.5,,pass,Y,,pass,Y,1.4,pass,Y,none,,{C5C02A6C-0BF0-4595-8677-09DD8E01A420},,,,,,,,,,,,,,,,,,,,,,,,,
54.0,66,perpendicular,Nw 292nd,23885.56,,,Nw Fair,2,1.0,Tool joints in TS,,Darrell Wyant,3J Consulting,7/19/2024,52638,,4.9,pass,2.3,fail,Y,0,pass,1.3,pass,3.98,pass,4.1,pass,,,,,,,,,,,,7.4,pass,5.75,pass,N,pass,2.9,fail,,pass,,pass,SY,1.0,0,pass,66,,,7.6,,pass,Y,,pass,Y,1.5,pass,Y,turn-space,,{06F9CB22-FE26-4820-85E1-785297B3D940},,,,,,,,,,,,,,,,,,,,,,,,,
55.0,67,perpendicular,Nw 292nd,23885.56,,,Nw Fair,3,1.0,IITD RR1 Fails,,Darrell Wyant,3J Consulting,7/19/2024,52638,,,pass,,pass,Y,0,pass,0.3,pass,6.42,pass,6.2,fail,,,,,,,,,,,,6.0,pass,4.95,pass,N,pass,1.1,pass,2.0,pass,4.95,pass,SU,0.6,0,pass,67,,,5.0,,pass,Y,,pass,Y,,pass,Y,turn-space,,{463998A7-283A-4398-8607-1CF72A55AF1F},,,,,,,,,,,,,,,,,,,,,,,,,
56.0,68,perpendicular,Nw 292nd,23885.56,,,Nw Keenon,1,1.0, ,,Darrell Wyant,3J Consulting,7/19/2024,52638,,2.5,pass,1.3,pass,Y,0,pass,1.5,pass,2.92,pass,3.6,pass,,,,,,,,,,,,8.2,pass,11.2,pass,N,pass,2.7,fail,,pass,,pass,SU,1.5,0,pass,68,,,7.3,,pass,Y,,pass,Y,1.0,pass,Y,turn-space,,{7D98248A-FBDF-4418-8B7C-DB09E2669BA1},,,,,,,,,,,,,,,,,,,,,,,,,
57.0,70,perpendicular,Nw 292nd,23885.56,,,Nw Keenon,1,2.0, ,,Darrell Wyant,3J Consulting,7/19/2024,52638,,4.9,pass,1.8,pass,Y,0,pass,0.2,pass,2.78,pass,2.6,fail,,,,,,,,,,,,5.6,pass,9.35,pass,N,pass,2.7,fail,,pass,5.6,pass,SY,0.7,0,pass,70,,,7.7,,pass,Y,,pass,Y,1.2,pass,Y,turn-space,,{336EB19D-2ACF-4822-8760-4D3F17BA1B72},,,,,,,,,,,,,,,,,,,,,,,,,
58.0,71,perpendicular,Nw 292nd,23885.56,,,Nw Keenon,2,2.0, ,,Darrell Wyant,3J Consulting,7/19/2024,52638,,13.1,fail,,pass,Y,0,pass,1.9,pass,0.88,pass,5.2,pass,,,,,,,,,,,,5.8,pass,8.1,pass,N,pass,2.9,pass,,pass,5.8,pass,SY,1.4,0,pass,71,,,9.7,,pass,Y,,pass,Y,0.9,pass,Y,turn-space,,{F5E242A7-3BA2-4F5A-8EB1-01E260A14667},,,,,,,,,,,,,,,,,,,,,,,,,
59.0,72,perpendicular,Nw 292nd,23885.56,,,Nw Keenon,2,1.0,TS VL greater than 1/4â€,,Darrell Wyant,3J Consulting,7/19/2024,52638,,4.9,pass,1.5,pass,Y,0,pass,0.2,pass,1.26,pass,4,pass,,,,,,,,,,,,5.3,pass,8.45,pass,N,pass,,pass,2.9,fail,,pass,SU,0.9,0,pass,72,,,9.9,,pass,Y,,pass,Y,1.2,pass,Y,turn-space,,{FE4D6D4E-336B-4FD3-8B37-AD9001D6DE25},,,,,,,,,,,,,,,,,,,,,,,,,
60.0,74,perpendicular,NW 292 ave,23885.56,,,NW Keenon st,3,1.0, ,,Darrell Wyant,3J Consulting,7/23/2024,52638,,1.3,pass,2.5,pass,Y,0,pass,1.4,pass,1.54,pass,4.4,pass,,,,,,,,,,,,5.6,pass,10.85,pass,N,pass,1.4,pass,2.4,pass,,pass,MB,0.3,,pass,Taylor,,,10.55,,pass,Y,,pass,Y,1.75,pass,Y,turn-space,,{30A4DC5A-13F3-4916-81D6-6FBB07DE3DA4},,,,,,,,,,,,,,,,,,,,,,,,,
61.0,75,perpendicular,Nw 292 st,23885.56,,,NW Keenon st,3,2.0,IITD- not full width,,Darrell Wyant,3J Consulting,7/23/2024,52638,,7.4,pass,1.4,pass,Y,0,pass,1.4,pass,2.64,pass,4.3,pass,,,,,,,,,,,,10.85,pass,5.6,pass,Y,pass,2.4,pass,1.4,pass,5.6,pass,SY,0.4,0,pass,Tay3,,,14.8,,pass,Y,,pass,Y,1.75,pass,N,turn-space,,{65F6F5EC-D7E1-48E6-8D31-70E8024372E3},,,,,,,,,,,,,,,,,,,,,,,,,
62.0,76,perpendicular,NW 292 st,23885.56,,,NW Keenon st,4,,RR1 icrr (iitd not full width),,Darrell Wyant,3J Consulting,7/23/2024,52638,,,pass,,pass,Y,0,pass,2.9,fail,1.06,pass,6,fail,,,,,,,,,,,,5.8,pass,5.6,fail,Y,pass,,pass,3.8,pass,,pass,SY,0.9,0,pass,Tay4,,,16.15,,pass,Y,,pass,Y,1.35,pass,Y,turn-space,,{FD98055D-3EFB-4BEB-81E0-E9FDCA79A443},,,,,,,,,,,,,,,,,,,,,,,,,
63.0,77,perpendicular,NW 292 st,23885.56,,,NW Keenon st,4,2.0,1RR ICRR IITD not full width,,Darrell Wyant,3J Consulting,7/23/2024,52638,,,pass,,pass,Y,0.5,fail,0.5,pass,1.1,pass,2.1,pass,,,,,,,,,,,,5.6,pass,5.8,pass,N,pass,3.8,fail,,pass,,pass,SU,0.1,0,pass,T,,,16.4,,pass,Y,,pass,Y,1.55,pass,Y,turn-space,,{3D0ABEA7-4640-447C-8642-6F7173A7D558},,,,,,,,,,,,,,,,,,,,,,,,,
64.0,78,perpendicular,Nw 291 st,23885.56,,,Nw king ave,2,1.0,RR1 ICRR TS tool joints ,,Darrell Wyant,3J Consulting,7/23/2024,52638,,,fail,,fail,Y,0,pass,3,pass,4.02,pass,5.9,fail,,,,,,,,,,,,,pass,,fail,N,pass,,fail,,fail,,pass,SU,0.7,,pass,T1,,,14.0,,pass,Y,,pass,Y,1.1,pass,Y,none,,{1D55A748-4F8B-497E-87D0-0EBC7A2D5C44},,,,,,,,,,,,,,,,,,,,,,,,,
65.0,79,perpendicular,NW 291 st,23885.56,,,NW king ave,2,2.0,Rr1 icrr tool joints and j box in turn space,,Darrell Wyant,3J Consulting,7/23/2024,52638,,,pass,,pass,Y,0,pass,1.9,pass,4.22,pass,5.2,pass,,,,,,,,,,,,,pass,,pass,Y,pass,,fail,,fail,,pass,SY,2.6,,pass,T5,,,13.2,,pass,Y,,pass,Y,1.15,pass,Y,turn-space,,{33A20821-8AB6-452D-862D-C81542386431},,,,,,,,,,,,,,,,,,,,,,,,,
66.0,80,perpendicular,Nw 291 st,23885.56,,,Nw king ave,3,1.0,Rr1 icrr tool joints in turn space,,Darrell Wyant,3J Consulting,7/23/2024,52638,,,pass,,pass,Y,0,pass,1.5,pass,3.56,pass,5,pass,,,,,,,,,,,,,fail,,fail,N,pass,,pass,,pass,,pass,SY,1.8,,pass,T6,,,14.2,,pass,Y,,pass,Y,1.9,pass,Y,turn-space,,{26B8EAF7-B7F0-4A07-8E12-A717BFCCDAD7},,,,,,,,,,,,,,,,,,,,,,,,,
67.0,81,perpendicular,Nw 291 st,23885.56,,,Nw king ave,3,2.0,RR1 icrr tool joints in turn space,,Darrell Wyant,3J Consulting,7/23/2024,52638,,,pass,,pass,Y,0,pass,2.2,pass,1.9,pass,2.6,pass,,,,,,,,,,,,,pass,,pass,Y,pass,,pass,,pass,,pass,SU,0.1,,pass,T7,,,13.6,,pass,Y,,pass,Y,1.6,pass,Y,none,,{C5CD5ACE-2CDB-4C5E-80E9-90BC82A7F624},,,,,,,,,,,,,,,,,,,,,,,,,
68.0,82,perpendicular,Nw 291 st,23885.56,,,Nw king st,4,1.0,IITD ,,Darrell Wyant,3J Consulting,7/23/2024,52638,,8.2,pass,2.9,fail,Y,0,pass,1.1,pass,3.44,pass,2.6,pass,,,,,,,,,,,,6.0,pass,4.95,pass,Y,pass,2.6,fail,,pass,,pass,MB,0.9,,pass,82,,,5.0,,pass,Y,,pass,Y,,pass,Y,turn-space,,{E9E7AE54-EB36-4614-8058-ADB6BBB2E658},,,,,,,,,,,,,,,,,,,,,,,,,
69.0,83,perpendicular,Nw 291 st,23885.56,,,Nw fair st,1,1.0,Tool joint in turn space rr1 icrr,,Darrell Wyant,3J Consulting,7/23/2024,52638,,,pass,,pass,Y,0,pass,2,pass,2.96,pass,3.1,pass,,,,,,,,,,,,,pass,,pass,Y,pass,,pass,,pass,,pass,SY,1.6,,pass,83,,,13.7,,pass,Y,,pass,Y,1.4,pass,Y,none,,{2A5D3A99-AAFC-4F16-8B4D-4ADD2C565227},,,,,,,,,,,,,,,,,,,,,,,,,
70.0,84,perpendicular,Nw 291 st,23885.56,,,Nw fair st,1,2.0,rr1 icrr *turnspace,,Darrell Wyant,3J Consulting,7/23/2024,52638,,,pass,,pass,Y,0,pass,0.6,pass,1.68,pass,4.4,pass,,,,,,,,,,,,4.7,fail,4.9,fail,Y,pass,,pass,,pass,,pass,SU,0.0,,pass,83b,,,12.45,,pass,Y,,pass,Y,1.8,pass,Y,turn-space,,{6D973CAD-0E8B-4F61-88C8-155F96B69988},,,,,,,,,,,,,,,,,,,,,,,,,
71.0,85,perpendicular,Nw 291 st,23885.56,,,Nw fair st,2,1.0,Rr1 icrr * turn space,,Darrell Wyant,3J Consulting,7/23/2024,52638,,,pass,,pass,Y,0,pass,0.6,pass,2.68,pass,2.8,pass,,,,,,,,,,,,4.1,pass,6.2,pass,N,pass,0.8,pass,1.2,pass,,pass,SU,0.2,,pass,84,,,12.35,,pass,Y,,pass,Y,1.4,pass,Y,none,,{1A83B0F0-30D7-4FD8-88F3-C2D3655E14C2},,,,,,,,,,,,,,,,,,,,,,,,,
72.0,86,perpendicular,Nw 291 st,23885.56,,,Nw fair st,2,2.0,Rr1 icrr *turn space,,Darrell Wyant,3J Consulting,7/23/2024,52638,,,pass,,pass,Y,0,pass,0.7,pass,6.58,pass,2.9,pass,,,,,,,,,,,,5.25,pass,5.35,pass,N,pass,0.7,pass,0.7,pass,,pass,SY,0.0,,pass,85,,,12.7,,pass,Y,,pass,Y,1.2,pass,Y,turn-space,,{D3885312-92E1-4DE5-888D-6DE481347551},,,,,,,,,,,,,,,,,,,,,,,,,
73.0,87,perpendicular,Nw 291 ave,23885.56,,,Nw fair st,3,1.0,Turn space less than 4 ft clear width ,,Darrell Wyant,3J Consulting,7/23/2024,52638,,2.6,pass,2.1,fail,Y,0,pass,2.4,fail,1.04,pass,4.4,pass,,,,,,,,,,,,3.9,pass,5.5,pass,N,pass,,pass,,pass,,pass,SY,0.2,,pass,86,,,13.6,,pass,Y,,pass,Y,1.9,pass,Y,turn-space,,{01B378C3-1834-4A74-8DDD-9507E44E936C},,,,,,,,,,,,,,,,,,,,,,,,,
74.0,88,perpendicular,Nw 291 st,23885.56,,,Nw fair st,3,2.0,Turn space less than 4 clear width IITD not full width rr1 icrr,,Darrell Wyant,3J Consulting,7/23/2024,52638,,,fail,,fail,Y,0,pass,2.6,pass,1.88,pass,3,pass,,,,,,,,,,,,3.6,pass,5.55,pass,Y,pass,,pass,,pass,,pass,SU,1.4,,pass,87,,,14.2,,pass,Y,,pass,Y,1.5,pass,Y,none,,{70F9AC7B-14D9-4218-86A5-44FADE6A6171},,,,,,,,,,,,,,,,,,,,,,,,,
75.0,89,perpendicular,Nw 291 ave,23885.56,,,Nw fair st,4,1.0,RR1 icrr turn space less than 4â€™ clear width,,Darrell Wyant,3J Consulting,7/23/2024,52638,,,pass,,pass,Y,0,pass,2.1,pass,2.1,pass,2.9,pass,,,,,,,,,,,,3.85,fail,,pass,N,pass,,pass,,pass,,pass,SU,0.9,,pass,88,,,14.0,,pass,Y,,pass,Y,1.2,pass,Y,turn-space,,{C481C778-CBFD-4BA9-8883-9500F6FA3B29},,,,,,,,,,,,,,,,,,,,,,,,,
76.0,90,perpendicular,Nw 291 ave,23885.56,,,Nw fair st,4,2.0,Rr1 icrr *turn space,,Darrell Wyant,3J Consulting,7/23/2024,52638,,,fail,,fail,Y,0,pass,0.5,pass,1.68,pass,3.1,pass,,,,,,,,,,,,4.0,pass,5.4,pass,N,pass,0.8,pass,0.8,pass,,pass,SY,1.8,,pass,89,,,12.85,,pass,Y,,pass,Y,1.0,pass,Y,turn-space,,{CC233D5E-363C-4C9B-8035-89BF0B438AF9},,,,,,,,,,,,,,,,,,,,,,,,,
77.0,91,perpendicular,Nw 291 ave,23885.56,,,Nw carver st,1,2.0,Rr1 icrr,,Darrell Wyant,3J Consulting,7/23/2024,52638,,,fail,,fail,Y,0,pass,0.8,pass,1.56,pass,7.2,fail,,,,,,,,,,,,5.8,pass,5.0,pass,N,pass,1.6,pass,1.5,pass,,pass,SY,0.3,,pass,90,,,16.45,,pass,Y,,pass,Y,1.9,pass,Y,turn-space,,{378D3AB2-7CDB-4213-8AEF-8DAC280BAE16},,,,,,,,,,,,,,,,,,,,,,,,,
78.0,92,perpendicular,Nw 291 ave,23885.56,,,Nw carver st,2,1.0,Rr1 icrr,,Darrell Wyant,3J Consulting,7/23/2024,52638,,,fail,,fail,Y,0,pass,2,pass,0.86,pass,1.9,pass,,,,,,,,,,,,4.4,pass,5.0,pass,N,pass,3.1,fail,,fail,,pass,SY,2.0,,pass,91,,,13.9,,pass,Y,,pass,Y,1.35,pass,Y,turn-space,,{143A93CE-D743-4EA5-8A45-EC28B2D1772B},,,,,,,,,,,,,,,,,,,,,,,,,
79.0,93,perpendicular, Nw 291 ave,23885.56,,,Nw carver st,,,Rr1 icrr,,Darrell Wyant,3J Consulting,7/23/2024,52638,,,pass,,pass,Y,0,pass,0.6,pass,4.08,pass,4.8,pass,,,,,,,,,,,,5.4,pass,5.0,pass,N,pass,2.5,fail,,pass,,pass,SU,0.7,,pass,92,,,14.2,,pass,Y,,pass,Y,1.6,pass,Y,turn-space,,{4C290882-D5FF-41C9-89DA-54A3F342F089},,,,,,,,,,,,,,,,,,,,,,,,,
80.0,94,perpendicular,Nw 291st,24952.54,,,NW Keenon,1,1.0,RR1 ICRR,,Darrell Wyant,3J Consulting,7/30/2024,52638,,,,13.6,,,,,,1.9,fail,5.22,pass,2.8,pass,1.6,pass,Y,turn-space,3.7,fail,5,pass,N,,,,,,Y,pass,,pass,,Y,3.7,fail,SY,1.5,0,,94,,,,,,,,,,,,,,,{19F9D0FB-89B9-4572-8467-1797D4BF4BF5},,,,,,,,,,,,,,,,,,,,,,,,,
81.0,95,perpendicular,Nw 291st,24952.54,,,Nw Keenon,1,2.0, ,,Darrell Wyant,3J Consulting,7/30/2024,52638,,2.3,pass,13.25,2.3,fail,Y,0,pass,1.9,pass,2.52,pass,3.3,pass,1.45,pass,Y,turn-space,2.4,fail,5.4,pass,N,,,,,,Y,pass,,pass,,Y,2.4,fail,SU,0.7,0,,95,,,,,,,,,,,,,,,{F5B6EF6B-F3D1-42EF-8CA1-9DE7508D5033},,,,,,,,,,,,,,,,,,,,,,,,,
82.0,96,perpendicular,Nw 291st,24952.54,,,Nw Keenon,midblock,1.0,IITD,,Darrell Wyant,3J Consulting,7/30/2024,52638,,10.8,fail,5.0,,,Y,0,,0.6,,2.42,pass,3.2,pass,0.0,fail,Y,none,5.2,pass,5,pass,N,pass,0.6,pass,2.0,pass,Y,pass,,pass,,Y,5.2,pass,SU,2.3,0,pass,96,,,,,,,,,,,,,,,{E9327D07-2E88-4FF8-8FD7-1FCC04548682},,,,,,,,,,,,,,,,,,,,,,,,,
83.0,97,perpendicular,Nw 291st,24952.54,,,Nw Keenon,4,1.0,RR1 ICRR,,Darrell Wyant,3J Consulting,7/30/2024,52638,,,,11.3,,,Y,0,pass,1.2,,1.24,,3,pass,1.4,pass,Y,turn-space,4.1,pass,5.1,pass,N,pass,1.9,pass,1.5,pass,Y,pass,,pass,,Y,4.1,pass,SY,0.8,0,pass,97,,,,,,,,,,,,,,,{4A2933DE-9ADD-4016-8045-7BA87D250B55},,,,,,,,,,,,,,,,,,,,,,,,,
84.0,98,perpendicular,NW 290th ,24952.54,,,NW King ,1,1.0,RR1 ICRR,,Darrell Wyant,3J Consulting,7/30/2024,52638,,,,13.55,,,Y,0,,1.8,,2.62,,4.4,pass,1.4,pass,Y,turn-space,3.45,fail,5.55,pass,N,pass,,,,,Y,pass,,pass,,Y,,,SY,2.2,0,pass,98,,,,,,,,,,,,,,,{4368B7A3-2097-4B79-8A38-B825256981AC},,,,,,,,,,,,,,,,,,,,,,,,,
85.0,99,perpendicular,NW 209th,24952.54,,,NW King,1,2.0,RR1 ICRR,,Darrell Wyant,3J Consulting,7/30/2024,52638,,,,14.0,,,Y,0,pass,1.7,pass,3.3,,6.9,fail,1.2,pass,Y,none,4.9,pass,5,pass,N,pass,0.8,pass,1.9,pass,Y,pass,,pass,,Y,4.9,pass,SU,1.0,0,pass,99,,,,,,,,,,,,,,,{BB6164AF-733E-40CA-821E-FE026E0CEB7C},,,,,,,,,,,,,,,,,,,,,,,,,
86.0,100,perpendicular,NW 209th,24952.54,,,Nw King,midblock,1.0, ,,Darrell Wyant,3J Consulting,7/30/2024,52638,,8.6,fail,4.95,,,Y,0,,0.8,,8.52,fail,1,pass,0.0,pass,Y,turn-space,6.15,pass,4.95,pass,N,pass,,,2.5,fail,Y,pass,,pass,,Y,4.95,pass,SU,0.9,0,,100,,,,,,,,,,,,,,,{EA2A8CDD-6B81-4F1B-85A5-0AD5164694E4},,,,,,,,,,,,,,,,,,,,,,,,,
87.0,101,perpendicular,NW 209th,24952.54,,,NW King,4,2.0,"RR1 ICRR, RO Vertical Drop",,Darrell Wyant,3J Consulting,7/30/2024,52638,,,,11.75,,,Y,0,,0.2,,2.22,,4.9,pass,1.4,pass,Y,turn-space,4.23,pass,6.1,pass,Y,fail,,,,,Y,pass,,pass,,Y,6.1,pass,SY,0.4,0,pass,101,,,,,,,,,,,,,,,{202C71F0-066F-4F64-8D97-8A168EE2C057},,,,,,,,,,,,,,,,,,,,,,,,,
88.0,102,perpendicular,NW Kaye,24952.54,,,NW Fair,midblock,1.0,"RR1 ICRR,",,Darrell Wyant,3J Consulting,7/30/2024,52638,,,,10.95,,,Y,0,pass,1,pass,6.88,pass,4.6,pass,0.0,pass,Y,turn-space,5,pass,4.5,pass,N,pass,,,2.5,fail,Y,pass,,pass,,Y,4.5,pass,SU,0.1,0,pass,102,,,,,,,,,,,,,,,{B92408BD-B02E-441C-86AA-773670ECA0EC},,,,,,,,,,,,,,,,,,,,,,,,,
89.0,103,perpendicular,NW Kaye,24952.54,,,NW Fair,3,1.0,"IITD, RR1 ICRR",,Darrell Wyant,3J Consulting,7/30/2024,52638,,,,19.6,,,Y,0,pass,1.5,pass,3.64,,6.1,fail,,pass,Y,turn-space,6,pass,7.5,pass,N,pass,,,2.2,fail,Y,pass,,pass,,Y,6.0,pass,SU,1.8,0,pass,103,,,,,,,,,,,,,,,{DD99149E-D7E7-4C6C-88C3-CA02DCF31AD3},,,,,,,,,,,,,,,,,,,,,,,,,
90.0,104,perpendicular,NW Kaye,24952.54,,,NW Fair,3,2.0,RR1 ICRR,,Darrell Wyant,3J Consulting,7/30/2024,52638,,,,21.2,,,Y,0,pass,1.2,pass,8.2,pass,3.6,pass,0.55,pass,Y,none,6.7,pass,6.9,pass,N,pass,1.2,pass,1.1,pass,Y,pass,,pass,,Y,6.7,pass,SY,0.1,0,pass,104,,,,,,,,,,,,,,,{F459139F-C9D4-4EA5-85B7-E321AABA4E90},,,,,,,,,,,,,,,,,,,,,,,,,
91.0,105,perpendicular,NW Kaye,24952.54,,,NW Fair,4,1.0,RR1 ICRR,,Darrell Wyant,3J Consulting,7/30/2024,52638,,,,9.0,,,Y,0,pass,3,,1.88,,3.5,pass,0.35,pass,Y,turn-space,5,pass,2.95,fail,N,fail,,,,,Y,pass,,pass,,Y,2.95,fail,SY,2.0,0,pass,105,,,,,,,,,,,,,,,{930C14CB-21B6-4D26-894C-7CD0D8FAB56F},,,,,,,,,,,,,,,,,,,,,,,,,
92.0,106,perpendicular,Nw Kaye,24952.54,,,NW King,midblock,,"RR1 ICRR, IITD",,Darrell Wyant,3J Consulting,7/30/2024,52638,,,,10.9,,,Y,0,pass,0.4,pass,5.08,pass,2.3,pass,0.0,pass,Y,none,5,pass,5,pass,N,pass,,,3.3,fail,Y,pass,,pass,,Y,,,SU,0.2,0,pass,106,,,,,,,,,,,,,,,{B62D3678-02DB-4CD2-803C-F9F11868F448},,,,,,,,,,,,,,,,,,,,,,,,,
93.0,107,perpendicular,NW Kaye,24952.54,,,Nw King,3,1.0,RR1 ICRR,,Darrell Wyant,3J Consulting,7/30/2024,52638,,,,9.9,,,Y,0,pass,0.4,,3.58,,4.6,pass,1.0,pass,Y,none,3.2,fail,5.2,pass,N,pass,,,,,Y,pass,,pass,,Y,3.2,fail,SY,0.2,0,pass,107,,,,,,,,,,,,,,,{9C4BC7AC-68D0-4A7B-80EE-E795350C48DD},,,,,,,,,,,,,,,,,,,,,,,,,
94.0,108,perpendicular,NW Kaye,24952.54,,,NW King,4,1.0,RR1 ICRR,,Darrell Wyant,3J Consulting,7/30/2024,52638,,,,10.5,,,Y,0,pass,3.1,fail,9.44,fail,6.4,fail,0.4,pass,Y,turn-space,4.35,pass,5.9,pass,N,pass,2.3,fail,,,Y,pass,,pass,,Y,4.35,pass,SY,3.0,0,pass,108,,,,,,,,,,,,,,,{171B8668-324C-4764-88EA-D90D1A12474C},,,,,,,,,,,,,,,,,,,,,,,,,
95.0,109,perpendicular,Nw Kaye,24952.54,,,NW King,4,2.0,RR1 ICRR,,Darrell Wyant,3J Consulting,7/30/2024,52638,,,,10.8,,,Y,0,pass,2.3,,6.22,pass,5.6,fail,1.2,pass,Y,none,4.35,pass,5.6,pass,N,pass,,,2.4,fail,Y,pass,,pass,,Y,4.35,pass,SU,1.6,0,pass,109,,,,,,,,,,,,,,,{85A62B1E-F82B-4A98-8575-C53B4795D96B},,,,,,,,,,,,,,,,,,,,,,,,,
96.0,110,perpendicular,Nw 289th,24952.54,,,Nw Kaye,1,1.0,"RR1 ICRR, IITD",,Darrell Wyant,3J Consulting,7/30/2024,52638,,,,11.2,,,Y,0,pass,1,pass,0.8,pass,5.2,fail,,pass,Y,turn-space,4.5,pass,5.1,pass,N,,2.2,fail,,,Y,pass,,pass,,Y,4.5,pass,SY,1.7,0,pass,110,,,,,,,,,,,,,,,{47F021CA-16ED-4616-8F55-5A3BB42B623D},,,,,,,,,,,,,,,,,,,,,,,,,
97.0,111,perpendicular,Nw 289th,24952.54,,,Nw Kaye,4,2.0,"RR1 ICRR, IITD",,Darrell Wyant,3J Consulting,7/30/2024,52638,,1.35,pass,10.85,,,Y,0,pass,1.9,pass,4.34,pass,3.6,pass,1.35,pass,N,turn-space,4.65,pass,5,pass,N,pass,1.5,pass,1.1,pass,Y,pass,,pass,,Y,,,SY,1.2,0,pass,111,,,,,,,,,,,,,,,{4DBF86C5-1FAD-421D-8C23-A81DDC3939AE},,,,,,,,,,,,,,,,,,,,,,,,,
98.0,112,perpendicular,Nw Kaye,24952.54,,,Nw Shaddon,1,1.0,RR1 ICRR,,Darrell Wyant,3J Consulting,7/30/2024,52638,,,,10.9,,,Y,0,pass,0.5,,5.2,pass,3.7,pass,0.85,pass,Y,none,4.1,pass,5.65,pass,N,,1.5,pass,1.9,pass,Y,pass,,pass,,Y,4.1,pass,SU,0.6,0,pass,112,,,,,,,,,,,,,,,{DA90884C-024F-4F58-8534-86207DAC7195},,,,,,,,,,,,,,,,,,,,,,,,,
